학생구분,학과,학년,반,A과목이수,B과목이수,C과목이수,D과목이수,E과목이수,A과목점수,B과목점수,C과목점수,D과목점수,E과목점수
신입생,디지털전자과,1,1,2,2,2,2,2,3,5,2,4,5
신입생,디지털전자과,1,1,2,2,2,2,2,2,2,3,5,5
신입생,디지털전자과,1,1,2,2,2,2,2,4,5,5,4,4
신입생,디지털전자과,1,1,2,2,2,2,2,4,4,4,2,5
신입생,디지털전자과,1,1,2,2,2,2,2,2,5,4,3,4
신입생,디지털전자과,1,1,2,2,2,2,2,1,1,2,0,2
신입생,디지털전자과,1,1,1,1,2,1,1,3,6,3,5,3
신입생,디지털전자과,1,1,2,2,2,2,2,2,5,4,6,4
신입생,디지털전자과,1,1,2,2,2,1,2,3,3,2,1,3
신입생,디지털전자과,1,1,2,2,2,2,1,3,5,4,4,3
신입생,디지털전자과,1,1,2,2,2,2,2,3,5,6,3,5
신입생,디지털전자과,1,1,2,2,2,2,2,1,4,3,5,3
신입생,디지털전자과,1,1,2,2,2,2,2,2,0,2,0,0
신입생,디지털전자과,1,1,2,2,2,2,2,3,4,3,4,4
신입생,디지털전자과,1,1,1,1,1,2,1,4,5,5,4,5
신입생,디지털전자과,1,1,2,2,2,2,2,3,4,2,3,4
신입생,디지털전자과,1,1,2,2,2,2,2,2,4,3,4,4
신입생,디지털전자과,1,1,2,2,2,2,2,3,6,4,4,5
신입생,디지털전자과,1,1,2,2,2,2,2,2,2,2,0,4
신입생,디지털전자과,1,1,2,2,2,2,2,2,4,4,2,4
신입생,디지털전자과,1,1,1,2,2,2,2,4,0,1,2,1
신입생,디지털전자과,1,1,2,2,1,2,2,1,5,6,5,4
신입생,디지털전자과,1,1,2,2,2,2,2,3,6,4,5,6
신입생,디지털전자과,1,1,1,1,1,1,1,4,5,4,3,5
신입생,디지털전자과,1,1,2,2,2,2,2,3,2,1,2,3
신입생,디지털전자과,1,1,2,2,2,2,2,2,5,5,5,4
신입생,디지털전자과,1,1,2,2,2,2,2,4,5,5,5,6
신입생,디지털전자과,1,1,2,2,2,2,2,3,2,4,4,2
신입생,디지털전자과,1,1,2,2,2,2,2,2,5,4,4,5
신입생,디지털전자과,1,1,2,2,2,2,2,3,3,4,3,5
신입생,디지털전자과,1,1,2,2,2,2,2,2,5,2,3,3
신입생,디지털전자과,1,1,2,2,2,2,2,1,4,5,2,4
신입생,디지털전자과,1,1,2,2,2,2,2,2,3,5,4,4
신입생,디지털전자과,1,1,2,2,2,2,2,4,5,4,4,2
신입생,디지털전자과,1,1,2,2,2,2,2,3,5,3,4,4
신입생,디지털전자과,1,1,2,2,2,2,2,3,4,3,4,4
신입생,디지털전자과,1,2,2,2,1,2,2,1,6,6,3,3
신입생,디지털전자과,1,2,2,2,2,2,2,1,3,4,3,4
신입생,디지털전자과,1,2,2,2,2,2,2,3,2,2,4,3
신입생,디지털전자과,1,2,2,2,2,1,1,1,4,2,5,3
신입생,디지털전자과,1,2,2,2,2,2,2,4,3,2,4,1
신입생,디지털전자과,1,2,2,2,2,2,2,2,6,5,4,3
신입생,디지털전자과,1,2,2,2,1,2,2,1,5,4,4,3
신입생,디지털전자과,1,2,2,2,2,2,2,1,6,4,5,4
신입생,디지털전자과,1,2,2,2,2,2,2,2,3,4,2,3
신입생,디지털전자과,1,2,2,2,2,2,2,4,5,3,4,5
신입생,디지털전자과,1,2,2,2,2,2,2,3,4,4,5,3
신입생,디지털전자과,1,2,1,2,2,2,2,2,4,5,2,1
신입생,디지털전자과,1,2,2,2,2,2,2,3,5,4,3,6
신입생,디지털전자과,1,2,2,2,2,2,2,5,4,4,6,5
신입생,디지털전자과,1,2,2,2,2,2,2,3,6,5,2,3
신입생,디지털전자과,1,2,2,2,2,2,2,4,4,2,5,5
신입생,디지털전자과,1,2,2,2,2,2,2,3,5,4,2,3
신입생,디지털전자과,1,2,2,2,2,2,2,3,6,5,4,4
신입생,디지털전자과,1,2,2,2,2,2,2,5,5,3,4,5
신입생,디지털전자과,1,2,2,2,2,2,2,3,7,4,6,5
신입생,디지털전자과,1,2,2,2,2,2,2,4,1,2,3,1
신입생,디지털전자과,1,2,2,2,2,2,2,2,6,3,2,5
신입생,디지털전자과,1,2,2,2,2,2,2,4,7,4,4,5
신입생,디지털전자과,1,2,1,1,1,1,1,2,3,4,5,4
신입생,디지털전자과,1,2,2,2,2,2,2,3,4,1,2,2
신입생,디지털전자과,1,2,2,2,2,2,2,2,4,3,4,4
신입생,디지털전자과,1,2,1,1,1,1,1,1,4,5,4,2
신입생,디지털전자과,1,2,2,2,2,2,2,2,4,2,4,3
신입생,디지털전자과,1,2,1,1,1,1,1,4,7,4,4,4
신입생,디지털전자과,1,2,2,2,2,2,2,4,6,3,3,5
신입생,디지털전자과,1,2,2,2,2,2,1,5,7,4,5,6
신입생,디지털전자과,1,2,2,2,2,2,2,3,4,4,4,3
신입생,디지털전자과,1,2,2,2,2,2,2,2,4,5,4,3
신입생,디지털전자과,1,2,2,2,2,2,2,2,4,4,3,5
신입생,디지털전자과,1,2,2,2,2,2,2,2,3,4,0,2
신입생,디지털전자과,1,2,2,2,2,2,2,2,6,6,4,3
신입생,디지털전자과,1,2,2,2,2,2,2,5,7,4,3,6
신입생,메카트로닉스과,1,1,2,2,2,2,2,3,4,3,4,2
신입생,메카트로닉스과,1,1,2,2,2,2,2,3,6,5,3,2
신입생,메카트로닉스과,1,1,2,2,2,2,2,2,5,2,5,3
신입생,메카트로닉스과,1,1,2,2,2,2,2,5,6,6,4,2
신입생,메카트로닉스과,1,1,2,2,2,2,2,1,5,1,2,5
신입생,메카트로닉스과,1,1,2,2,2,2,2,4,4,5,4,7
신입생,메카트로닉스과,1,1,2,2,2,2,2,2,3,4,2,6
신입생,메카트로닉스과,1,1,2,2,2,2,2,3,5,2,2,4
신입생,메카트로닉스과,1,1,1,1,1,1,1,2,5,5,2,2
신입생,메카트로닉스과,1,1,2,2,2,2,2,2,4,3,2,4
신입생,메카트로닉스과,1,1,2,2,2,2,2,4,2,3,3,3
신입생,메카트로닉스과,1,1,2,2,2,2,2,5,6,6,4,2
신입생,메카트로닉스과,1,1,2,2,2,2,2,4,6,6,3,1
신입생,메카트로닉스과,1,1,2,2,2,2,2,2,5,4,4,5
신입생,메카트로닉스과,1,1,2,2,2,2,2,1,1,2,0,5
신입생,메카트로닉스과,1,1,2,2,2,2,2,2,6,4,5,3
신입생,메카트로닉스과,1,1,2,2,2,2,2,3,4,4,3,3
신입생,메카트로닉스과,1,1,2,2,2,2,2,2,3,5,5,5
신입생,메카트로닉스과,1,1,2,2,2,2,2,2,5,5,4,3
신입생,메카트로닉스과,1,1,2,2,2,2,2,3,3,4,1,3
신입생,메카트로닉스과,1,1,2,2,2,2,2,3,3,5,3,5
신입생,메카트로닉스과,1,1,2,2,2,2,2,2,5,4,5,3
신입생,메카트로닉스과,1,1,2,2,2,2,2,4,5,4,2,5
신입생,메카트로닉스과,1,1,2,2,2,2,2,3,5,4,5,4
신입생,메카트로닉스과,1,1,2,2,2,2,2,5,7,6,5,4
신입생,메카트로닉스과,1,1,2,2,2,2,2,3,2,2,4,4
신입생,메카트로닉스과,1,1,2,2,2,2,2,3,5,2,2,2
신입생,메카트로닉스과,1,1,2,2,2,2,2,4,5,6,4,5
신입생,메카트로닉스과,1,1,2,2,2,2,2,4,5,5,6,4
신입생,메카트로닉스과,1,1,2,2,2,2,2,4,3,7,4,4
신입생,메카트로닉스과,1,1,2,1,2,2,2,0,6,4,4,4
신입생,메카트로닉스과,1,1,1,1,1,1,1,5,5,3,2,1
신입생,메카트로닉스과,1,1,2,2,2,2,2,5,7,5,3,3
신입생,메카트로닉스과,1,2,2,2,2,2,2,4,4,3,3,4
신입생,메카트로닉스과,1,2,2,2,2,2,2,3,6,5,5,2
신입생,메카트로닉스과,1,2,1,2,2,2,2,4,3,3,3,1
신입생,메카트로닉스과,1,2,2,2,2,2,2,6,1,2,4,4
신입생,메카트로닉스과,1,2,2,2,2,2,2,2,3,4,3,4
신입생,메카트로닉스과,1,2,2,2,2,2,2,3,5,4,2,5
신입생,메카트로닉스과,1,2,2,2,2,2,2,1,5,2,4,3
신입생,메카트로닉스과,1,2,2,2,2,2,2,3,6,5,3,6
신입생,메카트로닉스과,1,2,2,2,2,2,2,2,5,2,2,4
신입생,메카트로닉스과,1,2,2,2,2,2,2,3,1,3,2,2
신입생,메카트로닉스과,1,2,2,2,2,2,2,2,6,3,5,5
신입생,메카트로닉스과,1,2,2,2,2,2,2,1,6,4,2,2
신입생,메카트로닉스과,1,2,2,2,2,2,2,3,5,3,3,4
신입생,메카트로닉스과,1,2,2,2,2,2,2,2,6,5,4,6
신입생,메카트로닉스과,1,2,2,2,2,2,2,4,4,2,3,4
신입생,메카트로닉스과,1,2,2,2,2,2,2,2,6,4,5,4
신입생,메카트로닉스과,1,2,2,2,2,2,2,1,6,4,4,3
신입생,메카트로닉스과,1,2,2,2,2,2,2,3,6,2,1,4
신입생,메카트로닉스과,1,2,2,2,2,2,2,2,5,5,2,4
신입생,메카트로닉스과,1,2,2,2,2,2,2,2,7,6,4,3
신입생,메카트로닉스과,1,2,2,2,2,2,2,4,3,3,4,5
신입생,메카트로닉스과,1,2,2,2,2,2,2,2,4,5,5,2
신입생,메카트로닉스과,1,2,2,2,2,2,2,4,4,2,5,4
신입생,메카트로닉스과,1,2,2,2,2,2,2,4,5,5,5,6
신입생,메카트로닉스과,1,2,2,2,2,2,2,3,5,6,5,4
신입생,메카트로닉스과,1,2,2,2,2,2,2,5,4,3,4,4
신입생,메카트로닉스과,1,2,2,2,2,2,2,2,4,3,2,4
신입생,메카트로닉스과,1,2,2,2,2,2,2,2,3,2,3,4
신입생,메카트로닉스과,1,2,2,2,2,2,2,2,5,5,3,5
신입생,메카트로닉스과,1,2,2,2,2,2,2,3,4,1,3,2
신입생,메카트로닉스과,1,2,2,2,2,2,2,3,5,4,6,4
신입생,메카트로닉스과,1,2,2,2,2,2,2,5,6,5,2,1
신입생,메카트로닉스과,1,2,2,2,2,2,2,3,5,4,5,3
신입생,방송음향영상학부,1,1,2,2,2,2,2,3,5,5,5,6
신입생,방송음향영상학부,1,1,2,2,2,2,2,5,7,5,7,6
신입생,방송음향영상학부,1,1,2,2,2,2,2,6,5,6,5,1
신입생,방송음향영상학부,1,1,2,2,2,2,2,2,5,4,4,6
신입생,방송음향영상학부,1,1,2,2,2,2,2,4,5,4,4,5
신입생,방송음향영상학부,1,1,2,2,2,2,2,3,6,4,4,4
신입생,방송음향영상학부,1,1,2,2,2,2,2,5,6,5,5,5
신입생,방송음향영상학부,1,1,2,2,2,2,2,5,5,4,5,2
신입생,방송음향영상학부,1,1,2,2,2,2,2,4,6,5,5,4
신입생,방송음향영상학부,1,1,2,2,2,2,2,4,6,3,4,6
신입생,방송음향영상학부,1,1,2,2,2,2,2,4,6,5,4,4
신입생,방송음향영상학부,1,1,2,2,2,2,2,3,6,2,5,5
신입생,방송음향영상학부,1,1,2,2,2,2,2,5,6,3,5,2
신입생,방송음향영상학부,1,1,2,2,2,2,2,5,5,6,4,4
신입생,방송음향영상학부,1,1,2,2,2,2,2,3,5,4,3,3
신입생,방송음향영상학부,1,1,2,2,2,2,2,3,6,5,5,3
신입생,방송음향영상학부,1,1,2,2,2,2,2,5,3,3,4,4
신입생,방송음향영상학부,1,1,2,2,2,2,2,5,6,4,4,4
신입생,방송음향영상학부,1,1,2,2,2,2,2,2,5,3,4,3
신입생,방송음향영상학부,1,1,2,2,2,2,2,2,6,5,3,6
신입생,방송음향영상학부,1,1,2,2,2,2,2,3,6,6,4,3
신입생,방송음향영상학부,1,1,2,2,2,2,2,2,6,4,5,7
신입생,방송음향영상학부,1,1,2,2,2,2,2,5,7,5,4,4
신입생,방송음향영상학부,1,1,2,2,2,2,2,5,4,3,2,4
신입생,방송음향영상학부,1,1,2,2,2,2,2,3,4,4,3,4
신입생,방송음향영상학부,1,1,2,2,2,2,2,4,7,1,2,5
신입생,방송음향영상학부,1,1,1,1,2,2,2,4,5,5,2,5
신입생,방송음향영상학부,1,1,2,2,2,2,2,4,5,4,5,4
신입생,방송음향영상학부,1,1,2,2,2,2,2,2,6,2,5,3
신입생,방송음향영상학부,1,1,2,2,2,2,2,3,3,2,4,2
신입생,방송음향영상학부,1,1,2,2,2,2,2,4,5,4,4,3
신입생,방송음향영상학부,1,1,2,2,2,2,2,5,6,5,4,4
신입생,방송음향영상학부,1,1,2,2,2,2,2,4,3,4,5,5
신입생,방송음향영상학부,1,1,2,2,2,2,2,3,6,4,4,3
신입생,방송음향영상학부,1,1,2,2,2,2,2,5,6,3,3,3
신입생,방송음향영상학부,1,1,2,2,2,2,2,5,6,4,4,4
신입생,방송음향영상학부,1,1,2,2,2,2,2,3,6,3,3,4
신입생,방송음향영상학부,1,1,2,2,2,2,2,2,4,4,3,5
신입생,방송음향영상학부,1,1,2,2,2,2,2,3,5,5,2,6
신입생,방송음향영상학부,1,1,2,2,2,2,2,2,6,4,6,5
신입생,방송음향영상학부,1,1,2,2,2,2,2,6,5,4,3,4
신입생,방송음향영상학부,1,1,2,2,2,2,2,3,6,6,4,4
신입생,방송음향영상학부,1,1,2,2,2,2,2,5,5,4,3,7
신입생,방송음향영상학부,1,1,2,2,2,2,2,4,3,3,4,5
신입생,방송음향영상학부,1,1,2,2,2,2,2,4,7,6,4,5
